Value
-209.44381599317302
-264.8161744991449
-270.3472034409351
-289.1756189323588
-270.3989612110373
-280.104273981529
-283.5133453394542
-273.94870653631176
-273.7889132938076
-264.37670296292606
-263.5910612109369
-254.722852287294
-264.5960659613853
-274.8474639518148
-282.05066030524756
-277.182096478075
-279.3727881563967
-284.5193378953405
-261.908647243803
-274.83610473689873
