Value
-17.5
-18.5
-15.5
-16.5
-19.5
-17.5
-18.5
-20.5
-17.5
-18.5
-19.5
-15.5
-19.5
-18.5
-21.5
-20.5
-19.5
-18.5
-20.5
-19.5
