Value
-88.5
-80.5
-87.5
-85.5
-81.5
-90.5
-82.5
-83.5
-81.5
-86.5
-80.5
-85.5
-88.5
-82.5
-87.5
-87.5
-83.5
-89.5
-86.5
-85.5
