Value
-5.5
-2.5
-5.5
-5.5
-4.5
-5.5
-5.5
-7.5
-5.5
-4.5
-5.5
-5.5
-4.5
-4.5
-5.5
-5.5
-7.5
-5.5
-5.5
-5.5
