Value
-150.5
-145.5
-146.5
-149.5
-150.5
-156.5
-149.5
-150.5
-148.5
-153.5
-148.5
-152.5
-151.5
-148.5
-150.5
-151.5
-153.5
-151.5
-147.5
-150.5
