Value
-18.114139525874066
-15.058387489988968
-14.81651772394094
-16.73239835855785
-14.781701210836752
-19.759199436839708
-16.54849958920119
-14.057272727497285
-13.363116693171843
-12.09516803410788
-18.953314428961228
-19.333909429538107
-13.388459518605517
-15.959030436208513
-18.099607857466374
-14.152727264522499
-16.678762738195058
-13.658752702714414
-12.01284905832617
-17.371779622152733
