Value
-27.372150452194877
-32.38709111136778
-31.614071640294963
-30.703255450599563
-32.96745427398437
-33.310322727923904
-34.044084286823676
-27.115471775650775
-25.430880072386316
-20.985548805145847
-27.30473743614594
-23.262591677177436
-28.81012029822477
-28.851501824427487
-31.919400644846924
-27.790085476003863
-25.608772009587355
-29.11416104221386
-30.063829598780636
-23.152914665451256
