Value
-110.62822832910652
-101.06455292658814
-102.9921405899509
-107.9125738088741
-103.24829573559012
-106.37678340222632
-95.08872965626564
-109.51143639601915
-107.67864003791172
-104.88258219801128
-95.67117792610294
-103.20736012474023
-99.91863213047704
-94.72083566974244
-106.44550506485413
-110.51110029662493
-93.54510945062157
-104.10090449178693
-99.29254408170463
-99.26611392413915
