Value
-51.03432029020864
-56.73886885222784
-56.04789245588635
-49.70541482940928
-58.84890023681385
-53.596484763776374
-56.4762002039305
-49.672591955471454
-55.68478839928345
-49.10882767525016
-57.19061461779893
-57.58553466804557
-56.1362135250579
-55.6262048834207
-61.857883100639015
-52.96625475847991
-52.763522833764625
-60.23955032014921
-58.58917396508072
-53.14829502144238
