Value
-3.5156080359566335
-3.0631345352275785
-3.4162157647840825
-4.803419206839424
-4.0016128841135785
-4.061901745090884
-4.746033283255422
-3.4992012823059824
-2.493369563611827
-3.679584265370582
-2.8459739655717584
-3.3845550215622047
-2.9168208018339117
-3.6295333071322458
-3.984112258181887
-4.397661899853401
-3.407608383439252
-3.8092229444146226
-3.378609936499038
-3.0773886223043054
