Value
-37.23516473328604
-45.8733462916658
-39.818010906362375
-40.21288261496366
-47.768731681190886
-46.42390284947529
-42.73119466903413
-39.155069561119646
-43.734205576523216
-41.86135461514237
-37.701539517312554
-42.25863151317346
-41.116092211458835
-40.490513824281436
-40.32593782829342
-35.1802291139187
-46.23237189963711
-36.071421227264004
-40.53216355587966
-42.511380776106606
