Value
-187.5
-197.5
-206.0
-160.5
-196.5
-195.5
-192.0
-187.0
-178.5
-189.0
-180.5
-169.5
-174.0
-181.5
-185.0
-178.0
-177.0
-192.0
-175.0
-174.5
