Value
-118.0
-120.5
-122.0
-105.5
-123.0
-119.5
-128.5
-140.0
-117.5
-126.0
-129.0
-135.5
-133.5
-133.0
-131.0
-127.0
-124.5
-111.0
-128.0
-114.5
