Value
-310.0
-315.0
-316.5
-305.5
-299.0
-295.0
-278.0
-292.5
-282.5
-297.0
-281.0
-283.0
-320.0
-287.5
-311.5
-291.0
-306.5
-301.5
-315.0
-316.5
