Value
-483.5
-445.5
-464.0
-429.5
-463.5
-470.0
-443.0
-466.0
-432.0
-444.0
-412.5
-488.5
-450.5
-442.5
-434.5
-460.5
-497.5
-485.5
-467.5
-476.5
