0.567771422,0.831034534,0.936361039,0.963093295,0.96448206,0.973855381,0.973855381,0.97787457,0.98728778,0.987453462
0.619437453,0.828894897,0.90566789,0.932047213,0.932124307,0.949442821,0.949442821,0.959850378,0.959850378,0.959850378
0.564126516,0.785082754,0.862152698,0.90410156,0.930801436,0.953147443,0.964369564,0.970885497,0.973101587,0.975503693
0.611009471,0.759721506,0.828183654,0.862148536,0.888256007,0.916856016,0.939058487,0.95926263,0.973510913,0.984845065
0.577827667,0.717156123,0.82385842,0.885414748,0.927821863,0.952773549,0.969698198,0.969930795,0.980283218,0.980866461
0.521264097,0.671897623,0.732555591,0.792790787,0.847018181,0.885106513,0.915328836,0.947727554,0.971563136,0.971597523
0.490314572,0.703940957,0.850274841,0.905725542,0.939602865,0.961987665,0.96237971,0.962385546,0.962385546,0.981505199
0.488384252,0.713891354,0.84940323,0.942072774,0.973410863,0.98227515,0.986898821,0.990404994,0.997689348,0.997713256
0.489021612,0.681082058,0.84155522,0.92695282,0.95392526,0.974714561,0.97476729,0.990309418,0.993625434,0.993653454
0.482974253,0.749491671,0.919614409,0.972734517,0.991276008,0.991418823,0.998519426,0.999135033,0.999135033,0.999135033
0.552656545,0.719089877,0.817974856,0.881293969,0.920652467,0.943570411,0.970037013,0.983261246,0.992988492,0.996123845
0.624489723,0.763169085,0.839013613,0.880397626,0.909741759,0.931141109,0.94133337,0.947977668,0.954174997,0.969520986
0.650675337,0.790451812,0.855639187,0.896093597,0.92402918,0.942189271,0.962921262,0.972593982,0.980155674,0.983779724
0.42306856,0.610060947,0.776593039,0.883928995,0.932381453,0.964942343,0.98272069,0.982741627,0.992617426,0.995954726
0.561962588,0.806905525,0.927463107,0.964953437,0.964974693,0.984169814,0.991807831,0.993532946,0.997283854,0.999732768
0.527487818,0.716402885,0.794999105,0.835547072,0.871501511,0.893279211,0.909079755,0.920997662,0.93023423,0.938771465
0.687515341,0.820301467,0.884882154,0.91738617,0.936602209,0.951938633,0.962705758,0.970597493,0.975240043,0.975388598
0.527513234,0.688645806,0.767562289,0.812532536,0.864182794,0.897414134,0.915429076,0.936495933,0.948748897,0.953691218
0.578336626,0.742203665,0.867042093,0.9189345,0.941733453,0.942092298,0.968269253,0.968442249,0.976919339,0.985423871
0.523615069,0.776893626,0.88848195,0.917344876,0.927219269,0.92753319,0.936597028,0.944922143,0.957833287,0.973787011
0.557010244,0.673558062,0.747670918,0.789994148,0.819871107,0.856695696,0.904773315,0.927499343,0.939529143,0.95387753
0.583043951,0.782606097,0.841364909,0.879109555,0.914406572,0.943404445,0.955196648,0.962933484,0.969819585,0.978215243
0.509284444,0.781732379,0.915070584,0.971063476,0.971387038,0.994197578,0.999100725,0.999255141,0.999940587,0.999940587
0.49285548,0.751916734,0.930534625,0.984490771,0.992300943,0.994685375,0.998290171,0.99916099,0.99916099,0.999908069
0.507594699,0.741099882,0.898644213,0.96275189,0.980226007,0.980945437,0.986708071,0.991826643,0.993886214,0.994916362
0.578004037,0.770400099,0.838113393,0.884576475,0.921955191,0.947285561,0.959369935,0.959369935,0.978965784,0.979014605
0.449913304,0.695430588,0.886879237,0.94809266,0.981756604,0.983365786,0.997299712,0.997353196,0.999711254,0.999711254
