Value
-3.7792240295440136
-2.2266896619466228
-3.443951313742969
-1.7131194488746433
-1.775372722960023
-2.6320846037634125
-3.3789845659110846
-1.8770583225549182
-2.9625546183656204
-2.7062314873393882
-2.8754013527291398
-2.6121821430532544
-3.642207078048746
-4.175459440814146
-2.6974846941886
-1.8634445298138949
-3.1328826949454283
-3.0712068538139117
-2.407883921013618
-2.022701365867368
