Value
-64.16993828101342
-62.325619961300795
-63.84418918609064
-64.77609024093236
-64.15508652420712
-59.36600213540756
-64.17294046790761
-62.00286671423961
-61.53611718178674
-61.525647979523384
-62.71665613237126
-60.15641408713604
-65.03894883822429
-63.27001973975845
-62.794701436752135
-63.4832347117473
-62.72062910395659
-58.94352080180436
-61.21510761493907
-62.43409464708262
