Value
-9.77193302662374
-10.798590734322504
-10.748088527047589
-10.747869981296649
-8.749215230151599
-10.826730389209944
-9.56638417202688
-8.278109359883844
-11.094938630756033
-10.468201420160083
-10.335072060127288
-9.707597467040207
-8.000627935733778
-10.240263312182215
-8.44012336227481
-9.280695684106114
-9.816525923527447
-10.568482686569874
-9.060162166390553
-10.72868091161381
