Value
-44.049834794513245
-47.50908094194094
-45.666969318642714
-48.23429945925015
-47.05093323815152
-45.087208775445895
-45.38686408561291
-46.583515197771646
-44.93920197792339
-42.42511919508037
-47.461819474895464
-52.72827433225283
-50.220828529665596
-45.96741991610234
-43.79558955392598
-44.47882343080782
-45.57369396219826
-46.508851209539266
-48.1710006715214
-49.81285153609003
