Value
-17.032108763006057
-17.960865423298713
-15.46483609328079
-20.06979146269267
-20.091976591355962
-16.36468625389666
-18.575987671047226
-17.548721160097127
-15.292326373110942
-18.14584557467674
-18.180878479610385
-17.518280893491628
-14.181870904663622
-16.241962974439268
-15.86731875343244
-17.074987862362903
-19.449478260151192
-16.235258386770955
-14.006514923414365
-16.38494290095724
