Value
-27.781015724871217
-24.389181879804475
-27.75458483480501
-26.549047615095013
-25.684354401196778
-24.007938621989418
-23.668692929785024
-26.836015851819017
-26.576496570579664
-24.221738628166744
-19.892080457991568
-26.431262075364103
-27.27165176302322
-25.947565527537947
-26.302151834736307
-27.438924981585203
-25.27792391515017
-26.735137428349542
-24.237530436038398
-25.842213158734317
