  0	  0.0058900729979809
  1	  0.0039799185200220
  2	  0.0022113867994529
  3	  0.0021237647873678
  4	  0.0015282404942321
  5	  0.0010425525986539
  6	  0.0005753854260488
  7	  0.0005593015259535
  8	  0.0005433338552416
  9	  0.0005226538089014
 10	  0.0005019823716284
 11	  0.0004817866043103
 12	  0.0004615959422614
 13	  0.0004544119991587
 14	  0.0002375187104846
 15	  0.0000644663523071
 16	  0.0000335374958720
 17	  0.0000307559363559
 18	  0.0000281158100348
 19	  0.0000165781622812
 20	  0.0000154030002157
 21	  0.0000142261829277
 22	  0.0000133568128531
 23	  0.0000124965878561
 24	  0.0000123132679786
 25	  0.0000121329261686
 26	  0.0000118132251572
 27	  0.0000114923209686
 28	  0.0000112655676396
 29	  0.0000110403994009
 30	  0.0000109370508570
 31	  0.0000108441654154
 32	  0.0000107451056142
 33	  0.0000106539751030
 34	  0.0000104784995125
 35	  0.0000085957979632
 36	  0.0000081029940509
 37	  0.0000061421542927
 38	  0.0000054439362911
 39	  0.0000076626997831
 40	  0.0000063170820770
 41	  0.0000047271683643
 42	  0.0000044327418021
 43	  0.0000041720900015
 44	  0.0000041689631818
 45	  0.0000040741059566
 46	  0.0000038243479707
 47	  0.0000021543148661
 48	  0.0000021206011489
 49	  0.0000020666530611
 50	  0.0000003216658326
 51	  0.0000003328879492
 52	  0.0000002387037936
 53	  0.0000001619404228
 54	  0.0000001172258628
 55	  0.0000001110414791
 56	  0.0000001030596728
 57	  0.0000000864899201
 58	  0.0000009369984673
 59	  0.0000002936047707
 60	  0.0000002877877261
 61	  0.0000003590717581
 62	  0.0000002360432712
 63	  0.0000001819376916
 64	  0.0000001847172424
 65	  0.0000000576415173
 66	  0.0000000230393242
 67	  0.0000000181469844
 68	  0.0000000139424445
 69	  0.0000000193272065
 70	  0.0000000077775493
 71	  0.0000000144950629
 72	  0.0000000179342488
 73	  0.0000000296276443
 74	  0.0000000221166339
 75	  0.0000000063089347
 76	  0.0000000260048898
 77	  0.0000000347788989
 78	  0.0000000241105278
 79	  0.0000000396553830
 80	  0.0000000574322465
 81	  0.0000000161856999
 82	  0.0000000380268110
 83	  0.0000000379397989
